Run,Parameter,Epoch_Stop,Fitness,Solution_Found
1,0.1,999,9.961718408873031e-23,True
1,0.2,999,1.232595164407831e-32,True
1,0.3,999,0.1494657575199685,False
1,0.4,999,5.124921778124916,False
1,0.5,999,0.0,True
1,0.6,999,1.4267238653098662,False
1,0.7,374,0.0,True
1,0.8,224,1.9638180506338253e-22,True
1,0.9,256,7.880766401824468e-20,True
1,1.0,291,4.358532462039136e-15,True
1,1.1,498,2.94964106211574e-17,True
1,1.2,335,1.3455008814675883e-28,True
1,1.3,215,7.563143803258065e-21,True
1,1.4,211,5.047835071013316e-14,True
1,1.5,275,4.449933455288779e-19,True
1,1.6,237,2.183861443010945e-15,True
1,1.7,373,4.6264732264900934e-26,True
1,1.8,237,5.696283611243067e-15,True
1,1.9,239,5.703013577535259e-16,True
1,2.0,261,1.4543423327297966e-18,True
1,2.1,223,3.1427137446655197e-16,True
1,2.2,251,6.756646561624473e-18,True
1,2.3,214,2.4786242972308813e-21,True
1,2.4,522,6.846126953278776e-20,True
1,2.5,371,8.860745066880194e-22,True
1,2.6,276,1.83592072476368e-19,True
1,2.7,377,2.0165206599829406e-22,True
1,2.8,385,2.293051797979e-21,True
1,2.9,392,2.1871198702218478e-18,True
1,3.0,602,3.6119175828551686e-20,True
1,3.1,787,2.5091714217889246e-20,True
1,3.2,999,4.2182364754430554e-27,True
1,3.3,999,1.4279778801225617e-20,True
1,3.4,999,1.2100186013160108e-16,True
1,3.5,999,2.0717327166386976e-13,True
1,3.6,999,8.130074996656445e-10,False
1,3.7,999,3.2643023911853917e-09,False
1,3.8,999,1.5262995466707762e-07,False
1,3.9,999,1.4020398168452271e-09,False
1,4.0,999,1.0325112396717262e-06,False
2,0.1,999,2.744274697597016e-20,True
2,0.2,999,4.437342591868191e-31,True
2,0.3,999,0.0,True
2,0.4,999,0.0,True
2,0.5,999,0.2323767196280262,False
2,0.6,799,0.0,True
2,0.7,999,0.9862373270027269,False
2,0.8,342,2.279808016088724e-28,True
2,0.9,325,2.4009581894664277e-22,True
2,1.0,382,7.255690042462286e-14,True
2,1.1,300,1.54825139013297e-20,True
2,1.2,182,2.7698431477071366e-18,True
