id,homeTeam,homeScore,awayTeam,awayScore,lineProvider,overUnder,spread,formattedSpread,openingSpread,openingOverUnder,homeMoneyline,awayMoneyline
401420843,Lindenwood,28,Southeast Missouri State,49,consensus,58,18.5,Southeast Missouri State -18.5,,,,
401418633,Central Arkansas,49,Austin Peay,20,William Hill (New Jersey),55,6.5,Austin Peay -6.5,,,,
401418633,Central Arkansas,49,Austin Peay,20,consensus,55,6.5,Austin Peay -6.5,,,,
401426253,Yale,34,Howard,26,William Hill (New Jersey),51.5,-21.5,Yale -21.5,,,,
401426253,Yale,34,Howard,26,consensus,51.5,-21.5,Yale -21.5,,,,
401423159,Morehead State,14,Presbyterian College,10,William Hill (New Jersey),63.5,-17.5,Morehead State -17.5,,,,
401423159,Morehead State,14,Presbyterian College,10,consensus,63.5,-17.5,Morehead State -17.5,,,,
401420809,North Dakota,48,Missouri State,31,William Hill (New Jersey),51.5,5.5,Missouri State -5.5,,,,
401420809,North Dakota,48,Missouri State,31,consensus,51.5,5.5,Missouri State -5.5,,,,
401413206,Wofford,7,Mercer,42,William Hill (New Jersey),45.5,15.5,Mercer -15.5,,,,
401413206,Wofford,7,Mercer,42,consensus,45.5,15,Mercer -15,,,,
401421159,Furman,27,Samford,34,William Hill (New Jersey),53.5,-2,Furman -2,,,,
401421159,Furman,27,Samford,34,consensus,53.5,-2,Furman -2,,,,
401418597,Harvard,21,Holy Cross,30,William Hill (New Jersey),46.5,6.5,Holy Cross -6.5,,,,
401418597,Harvard,21,Holy Cross,30,consensus,46.5,6.5,Holy Cross -6.5,,,,
401424395,Elon,30,Richmond,27,William Hill (New Jersey),55,2,Richmond -2,,,,
401424395,Elon,30,Richmond,27,consensus,55,2,Richmond -2,,,,
401415198,Columbia,6,Princeton,24,Caesars Sportsbook (Colorado),50,4,Princeton -4,,,,
401415198,Columbia,6,Princeton,24,consensus,50,4,Princeton -4,,,,
401422973,Western Carolina,38,VMI,17,William Hill (New Jersey),66.5,-7.5,Western Carolina -7.5,,,,
401422973,Western Carolina,38,VMI,17,consensus,66.5,-7.5,Western Carolina -7.5,,,,
401424367,Stony Brook,10,William & Mary,27,William Hill (New Jersey),44,17,William & Mary -17,,,,
401424415,Villanova,45,Lehigh,17,Bovada,43.0,-27.5,Villanova -27.5,-28.0,42.5,,
401424415,Villanova,45,Lehigh,17,William Hill (New Jersey),43,-27.5,Villanova -27.5,,,,
401424415,Villanova,45,Lehigh,17,consensus,43,-27.5,Villanova -27.5,,,,
401435072,Merrimack,17,Holy Cross,31,Bovada,50.0,23.5,Holy Cross -23.5,23.0,50.5,,
401435072,Merrimack,17,Holy Cross,31,William Hill (New Jersey),49.5,23.5,Holy Cross -23.5,,,,
401435072,Merrimack,17,Holy Cross,31,consensus,49.5,23.5,Holy Cross -23.5,,,,
401413333,Montana,47,Northwestern State,0,William Hill (New Jersey),47.5,-33.5,Montana -33.5,,,,
401413333,Montana,47,Northwestern State,0,consensus,47.5,-33.5,Montana -33.5,,,,
401413236,Eastern Washington,36,Tennessee State,29,William Hill (New Jersey),62.5,-22.5,Eastern Washington -22.5,,,,
401422978,Bucknell,13,Towson,14,William Hill (New Jersey),49.5,18,Towson -18,,,,
401422978,Bucknell,13,Towson,14,consensus,49.5,18,Towson -18,,,,
401413340,Montana State,40,McNeese,17,William Hill (New Jersey),46,-19.5,Montana State -19.5,,,,
401415176,Northern Colorado,34,Houston Christian,46,William Hill (New Jersey),53.5,-16,Northern Colorado -16,,,,
401423926,Southern,59,Arkansas-Pine Bluff,3,William Hill (New Jersey),60,-14,Southern -14,,,,
401423926,Southern,59,Arkansas-Pine Bluff,3,consensus,60,-14,Southern -14,,,,
401415188,Rhode Island,38,Brown,10,William Hill (New Jersey),66,-16.5,Rhode Island -16.5,,,,
401415188,Rhode Island,38,Brown,10,consensus,66,-16.5,Rhode Island -16.5,,,,
401428383,Delaware State,14,Robert Morris,9,William Hill (New Jersey),43,3,Robert Morris -3,,,,
401428383,Delaware State,14,Robert Morris,9,consensus,43,3,Robert Morris -3,,,,
401423001,Lehigh,28,Fordham,40,William Hill (New Jersey),67.5,16,Fordham -16,,,,
401423001,Lehigh,28,Fordham,40,consensus,67.5,16,Fordham -16,,,,
401418830,Illinois State,14,Southern Illinois,19,William Hill (New Jersey),51,7.5,Southern Illinois -7.5,,,,
401418830,Illinois State,14,Southern Illinois,19,consensus,50.5,7.5,Southern Illinois -7.5,,,,
401421123,Southeastern Louisiana,48,Murray State,14,William Hill (New Jersey),60.5,-24.5,Southeastern Louisiana -24.5,,,,
401421123,Southeastern Louisiana,48,Murray State,14,consensus,60.5,-24.5,Southeastern Louisiana -24.5,,,,
401425419,Grambling,14,Prairie View,34,William Hill (New Jersey),48.5,13,Prairie View -13,,,,
401425419,Grambling,14,Prairie View,34,consensus,48.5,13,Prairie View -13,,,,
401423452,Alabama State,12,Jackson State,26,William Hill (New Jersey),52.5,27,Jackson State -27,,,,
401423452,Alabama State,12,Jackson State,26,consensus,52.5,26.5,Jackson State -26.5,,,,
401415407,Cornell,28,Harvard,35,consensus,50.5,11.5,Harvard -11.5,,,,
401421105,Presbyterian College,21,Valparaiso,41,William Hill (New Jersey),53,16.5,Valparaiso -16.5,,,,
401421105,Presbyterian College,21,Valparaiso,41,consensus,53,16.5,Valparaiso -16.5,,,,
401420781,Morgan State,21,Norfolk State,24,William Hill (New Jersey),48.5,-3.5,Morgan State -3.5,,,,
401415189,Central Connecticut,20,Brown,27,William Hill (New Jersey),60,7,Brown -7,,,,
401415189,Central Connecticut,20,Brown,27,consensus,60,7,Brown -7,,,,
401421097,Drake,10,San Diego,22,William Hill (New Jersey),48,7.5,San Diego -7.5,,,,
401421097,Drake,10,San Diego,22,consensus,48,7.5,San Diego -7.5,,,,
401413207,Samford,28,Wofford,14,William Hill (New Jersey),51,-20,Samford -20,,,,
401413207,Samford,28,Wofford,14,consensus,51,-20,Samford -20,,,,
401418831,Northern Iowa,21,Illinois State,23,William Hill (New Jersey),40,-8,Northern Iowa -8,,,,
401418831,Northern Iowa,21,Illinois State,23,consensus,41.5,-8,Northern Iowa -8,,,,
401424938,Tennessee State,41,Bethune-Cookman,17,William Hill (New Jersey),49.5,-7.5,Tennessee State -7.5,,,,
401428191,Campbell,34,Charleston Southern,28,William Hill (New Jersey),55,-14,Campbell -14,,,,
401428191,Campbell,34,Charleston Southern,28,consensus,55,-14,Campbell -14,,,,
401413228,Northern Arizona,31,Cal Poly,29,William Hill (New Jersey),55,-10.5,Northern Arizona -10.5,,,,
401415199,Columbia,28,Wagner,7,William Hill (New Jersey),50,-29.5,Columbia -29.5,,,,
401415199,Columbia,28,Wagner,7,consensus,50,-29.5,Columbia -29.5,,,,
401413238,Weber State,45,Eastern Washington,21,William Hill (New Jersey),66.5,-16,Weber State -16,,,,
401413238,Weber State,45,Eastern Washington,21,consensus,66.5,-16,Weber State -16,,,,
401415179,Sacramento State,55,Northern Colorado,7,Caesars Sportsbook (Colorado),68,-29.5,Sacramento State -29.5,,,,
401415179,Sacramento State,55,Northern Colorado,7,consensus,68,-29.5,Sacramento State -29.5,,,,
401423414,Stetson,31,Marist,45,William Hill (New Jersey),57.5,-5.5,Stetson -5.5,,,,
401423414,Stetson,31,Marist,45,consensus,56.5,-5.5,Stetson -5.5,,,,
401423915,Georgetown,28,Pennsylvania,59,William Hill (New Jersey),41.5,15,Pennsylvania -15,,,,
401423915,Georgetown,28,Pennsylvania,59,consensus,41.5,15,Pennsylvania -15,,,,
401424396,Elon,27,Towson,10,William Hill (New Jersey),48,-23,Elon -23,,,,
401423147,St. Thomas (MN),27,Davidson,16,William Hill (New Jersey),54,6,Davidson -6,,,,
401423147,St. Thomas (MN),27,Davidson,16,consensus,54.5,6,Davidson -6,,,,
401424950,South Carolina State,14,Florida A&M,20,William Hill (New Jersey),54.5,2.5,Florida A&M -2.5,,,,
401424950,South Carolina State,14,Florida A&M,20,consensus,54.5,2.5,Florida A&M -2.5,,,,
401421141,The Citadel,10,Furman,21,William Hill (New Jersey),41.5,10.5,Furman -10.5,,,,
401421141,The Citadel,10,Furman,21,consensus,41.5,10.5,Furman -10.5,,,,
401420810,Missouri State,21,Southern Illinois,38,William Hill (New Jersey),62.5,-3.5,Missouri State -3.5,,,,
401420844,Murray State,16,UT Martin,45,William Hill (New Jersey),56.5,15.5,UT Martin -15.5,,,,
401420844,Murray State,16,UT Martin,45,consensus,56.5,15.5,UT Martin -15.5,,,,
401425453,Southeast Missouri State,34,Tennessee Tech,20,William Hill (New Jersey),61,-17,Southeast Missouri State -17,,,,
401425453,Southeast Missouri State,34,Tennessee Tech,20,consensus,61.5,-17,Southeast Missouri State -17,,,,
401422924,Mercer,49,Western Carolina,6,William Hill (New Jersey),64.5,-11,Mercer -11,,,,
401422924,Mercer,49,Western Carolina,6,consensus,64.5,-11.5,Mercer -11.5,,,,
401422980,Holy Cross,57,Bucknell,0,William Hill (New Jersey),48.5,-34.5,Holy Cross -34.5,,,,
401422980,Holy Cross,57,Bucknell,0,consensus,47.5,-33.5,Holy Cross -33.5,,,,
401423927,Prairie View,13,Southern,45,William Hill (New Jersey),49.5,-4.5,Prairie View -4.5,,,,
401423927,Prairie View,13,Southern,45,consensus,49.5,-4.5,Prairie View -4.5,,,,
401426670,Central Arkansas,49,Lindenwood,52,William Hill (New Jersey),66,-21.5,Central Arkansas -21.5,,,,
401426670,Central Arkansas,49,Lindenwood,52,consensus,65.5,-22.5,Central Arkansas -22.5,,,,
401420817,Youngstown State,30,North Dakota,35,William Hill (New Jersey),51,-1.5,Youngstown State -1.5,,,,
401455633,Princeton,35,Brown,19,Caesars Sportsbook (Colorado),54.5,-21.5,Princeton -21.5,,,,
401455633,Princeton,35,Brown,19,consensus,54.5,-22.5,Princeton -22.5,,,,
401413229,Idaho State,40,Cal Poly,31,William Hill (New Jersey),56,3.5,Cal Poly -3.5,,,,
401413229,Idaho State,40,Cal Poly,31,consensus,56,3.5,Cal Poly -3.5,,,,
401423428,Long Island University,7,St Francis (PA),57,William Hill (New Jersey),50.5,14,St Francis (PA) -14,,,,
401423928,Southern,21,Alcorn State,17,William Hill (New Jersey),55.5,-8,Southern -8,,,,
401423928,Southern,21,Alcorn State,17,consensus,55.5,-8,Southern -8,,,,
401415200,Pennsylvania,34,Columbia,14,William Hill (New Jersey),39,-7,Pennsylvania -7,,,,
401415200,Pennsylvania,34,Columbia,14,consensus,39,-7,Pennsylvania -7,,,,
401415408,Cornell,19,Lehigh,15,William Hill (New Jersey),48.5,-7.5,Cornell -7.5,,,,
401415408,Cornell,19,Lehigh,15,consensus,48.5,-7.5,Cornell -7.5,,,,
401418607,Dartmouth,0,New Hampshire,14,William Hill (New Jersey),48,-3,Dartmouth -3,,,,
401418607,Dartmouth,0,New Hampshire,14,consensus,48,-3,Dartmouth -3,,,,
401424951,Grambling,16,Florida A&M,20,William Hill (New Jersey),56,17,Florida A&M -17,,,,
401424951,Grambling,16,Florida A&M,20,consensus,56,17,Florida A&M -17,,,,
401413343,Northern Colorado,14,Montana State,37,William Hill (New Jersey),62,22,Montana State -22,,,,
401413343,Northern Colorado,14,Montana State,37,consensus,62,21.5,Montana State -21.5,,,,
401418598,Howard,25,Harvard,41,William Hill (New Jersey),54.5,17,Harvard -17,,,,
401418598,Howard,25,Harvard,41,consensus,54.5,17.5,Harvard -17.5,,,,
401421098,San Diego,28,Presbyterian College,3,William Hill (New Jersey),58,-28,San Diego -28,,,,
401421098,San Diego,28,Presbyterian College,3,consensus,56,-27.5,San Diego -27.5,,,,
401424939,Bethune-Cookman,8,Jackson State,48,William Hill (New Jersey),59.5,28.5,Jackson State -28.5,,,,
401424939,Bethune-Cookman,8,Jackson State,48,consensus,59.5,28.5,Jackson State -28.5,,,,
401420850,Nicholls,14,Incarnate Word,49,William Hill (New Jersey),72.5,25.5,Incarnate Word -25.5,,,,
401420850,Nicholls,14,Incarnate Word,49,consensus,72.5,25.5,Incarnate Word -25.5,,,,
401424436,Fordham,45,Stony Brook,14,William Hill (New Jersey),67,-15.5,Fordham -15.5,,,,
401424436,Fordham,45,Stony Brook,14,consensus,66.5,-15.5,Fordham -15.5,,,,
401418639,Eastern Kentucky,17,Sam Houston State,25,William Hill (New Jersey),50.5,-6,Eastern Kentucky -6,,,,
401418639,Eastern Kentucky,17,Sam Houston State,25,consensus,51.5,-6.5,Eastern Kentucky -6.5,,,,
401415173,UC Davis,56,Northern Arizona,27,William Hill (New Jersey),52,-14.5,UC Davis -14.5,,,,
401415173,UC Davis,56,Northern Arizona,27,consensus,52,-14.5,UC Davis -14.5,,,,
401425423,Tennessee Tech,14,Tennessee State,30,William Hill (New Jersey),53.5,-2.5,Tennessee Tech -2.5,,,,
401428197,Bryant,23,Charleston Southern,24,William Hill (New Jersey),59.5,-3,Bryant -3,,,,
401423443,Arkansas-Pine Bluff,31,Alabama A&M,34,William Hill (New Jersey),56,10.5,Alabama A&M -10.5,,,,
401424397,Rhode Island,17,Elon,10,William Hill (New Jersey),53.5,-4,Rhode Island -4,,,,
401424397,Rhode Island,17,Elon,10,consensus,53.5,-4,Rhode Island -4,,,,
401423148,Davidson,28,Morehead State,26,William Hill (New Jersey),58.5,-22.5,Davidson -22.5,,,,
401423148,Davidson,28,Morehead State,26,consensus,58.5,-22.5,Davidson -22.5,,,,
401424407,Maine,38,Monmouth,28,Caesars Sportsbook (Colorado),60.5,11.5,Monmouth -11.5,,,,
401424407,Maine,38,Monmouth,28,consensus,60.5,10.5,Monmouth -10.5,,,,
401424434,Albany,37,Hampton,38,William Hill (New Jersey),57,-14,Albany -14,,,,
401413208,Wofford,31,The Citadel,16,William Hill (New Jersey),33.5,-3.5,Wofford -3.5,,,,
401413208,Wofford,31,The Citadel,16,consensus,33.5,-3.5,Wofford -3.5,,,,
401422981,Yale,29,Bucknell,9,William Hill (New Jersey),44,-29,Yale -29,,,,
401422981,Yale,29,Bucknell,9,consensus,44.5,-29,Yale -29,,,,
401423155,St. Thomas (MN),26,Drake,14,William Hill (New Jersey),45,-16.5,St. Thomas (MN) -16.5,,,,
401423155,St. Thomas (MN),26,Drake,14,consensus,45,-16.5,St. Thomas (MN) -16.5,,,,
401421113,Valparaiso,25,Butler,26,William Hill (New Jersey),49.5,-10.5,Valparaiso -10.5,,,,
401421113,Valparaiso,25,Butler,26,consensus,48.5,-10.5,Valparaiso -10.5,,,,
401418840,Youngstown State,48,Indiana State,42,William Hill (New Jersey),48,-12.5,Youngstown State -12.5,,,,
401418840,Youngstown State,48,Indiana State,42,consensus,48,-12,Youngstown State -12,,,,
401421160,Furman,47,Western Carolina,40,William Hill (New Jersey),58.5,-9.5,Furman -9.5,,,,
401421160,Furman,47,Western Carolina,40,consensus,58.5,-9.5,Furman -9.5,,,,
401418832,Illinois State,12,South Dakota,10,William Hill (New Jersey),40,1.5,South Dakota -1.5,,,,
401418832,Illinois State,12,South Dakota,10,consensus,40,1.5,South Dakota -1.5,,,,
401425519,Southern Illinois,30,Western Illinois,7,William Hill (New Jersey),59.5,-25,Southern Illinois -25,,,,
401420834,North Dakota State,21,South Dakota State,23,William Hill (New Jersey),46,-4,North Dakota State -4,,,,
401420834,North Dakota State,21,South Dakota State,23,consensus,46,-4,North Dakota State -4,,,,
401418634,Austin Peay,52,Murray State,17,William Hill (New Jersey),52.5,-23.5,Austin Peay -23.5,,,,
401413219,North Alabama,31,Jacksonville State,47,William Hill (New Jersey),60.5,15.5,Jacksonville State -15.5,,,,
401413219,North Alabama,31,Jacksonville State,47,consensus,60.5,15.5,Jacksonville State -15.5,,,,
401426256,Eastern Illinois,34,Lindenwood,37,William Hill (New Jersey),65.5,-6.5,Eastern Illinois -6.5,,,,
401422925,Mercer,55,East Tennessee State,33,William Hill (New Jersey),52,-14,Mercer -14,,,,
401422925,Mercer,55,East Tennessee State,33,consensus,52.5,-14,Mercer -14,,,,
401423453,Alabama State,24,Mississippi Valley State,9,William Hill (New Jersey),37.5,-18,Alabama State -18,,,,
401413230,Cal Poly,10,Eastern Washington,17,William Hill (New Jersey),75.5,10,Eastern Washington -10,,,,
401413230,Cal Poly,10,Eastern Washington,17,consensus,75.5,10,Eastern Washington -10,,,,
401431404,Colgate,34,Georgetown,24,William Hill (New Jersey),50,-13,Colgate -13,,,,
401431404,Colgate,34,Georgetown,24,consensus,50,-13,Colgate -13,,,,
401428459,Robert Morris,14,North Carolina A&T,38,William Hill (New Jersey),44.5,16.5,North Carolina A&T -16.5,,,,
401428459,Robert Morris,14,North Carolina A&T,38,consensus,44.5,16.5,North Carolina A&T -16.5,,,,
401422982,Lehigh,17,Bucknell,19,William Hill (New Jersey),36,-8.5,Lehigh -8.5,,,,
401422982,Lehigh,17,Bucknell,19,consensus,36,-10,Lehigh -10,,,,
401418833,Indiana State,21,Illinois State,27,William Hill (New Jersey),39,4.5,Illinois State -4.5,,,,
401418833,Indiana State,21,Illinois State,27,consensus,40.5,4.5,Illinois State -4.5,,,,
401415191,Brown,21,Cornell,24,William Hill (New Jersey),58.5,-2.5,Brown -2.5,,,,
401415191,Brown,21,Cornell,24,consensus,58.5,-2.5,Brown -2.5,,,,
401423140,Butler,31,Marist,10,William Hill (New Jersey),50.5,-7,Butler -7,,,,
401423140,Butler,31,Marist,10,consensus,50.5,-7,Butler -7,,,,
401425516,Howard,35,Delaware State,17,William Hill (New Jersey),45.5,-7.5,Howard -7.5,,,,
401425516,Howard,35,Delaware State,17,consensus,45.5,-7.5,Howard -7.5,,,,
401413344,Montana State,43,Weber State,38,William Hill (New Jersey),53.5,3,Weber State -3,,,,
401413344,Montana State,43,Weber State,38,consensus,53.5,3,Weber State -3,,,,
401415201,Columbia,24,Dartmouth,27,William Hill (New Jersey),38,-3,Columbia -3,,,,
401415201,Columbia,24,Dartmouth,27,consensus,38,-2,Columbia -2,,,,
401423916,Pennsylvania,20,Yale,13,William Hill (New Jersey),44.5,-5,Pennsylvania -5,,,,
401423916,Pennsylvania,20,Yale,13,consensus,45.5,-4.5,Pennsylvania -4.5,,,,
401413337,Sacramento State,31,Montana,24,William Hill (New Jersey),53.5,-5,Sacramento State -5,,,,
401413337,Sacramento State,31,Montana,24,consensus,53,-5,Sacramento State -5,,,,
401421107,Morehead State,35,Valparaiso,40,William Hill (New Jersey),55.5,4,Valparaiso -4,,,,
401421107,Morehead State,35,Valparaiso,40,consensus,55.5,3,Valparaiso -3,,,,
401418814,Northwestern State,16,Southeast Missouri State,51,William Hill (New Jersey),65,16.5,Southeast Missouri State -16.5,,,,
401418814,Northwestern State,16,Southeast Missouri State,51,consensus,65.5,16.5,Southeast Missouri State -16.5,,,,
401420811,Northern Iowa,41,Missouri State,20,William Hill (New Jersey),58,-1.5,Northern Iowa -1.5,,,,
401420811,Northern Iowa,41,Missouri State,20,consensus,56.5,-1.5,Northern Iowa -1.5,,,,
401415180,Northern Colorado,10,UC Davis,58,William Hill (New Jersey),61.5,19,UC Davis -19,,,,
401415180,Northern Colorado,10,UC Davis,58,consensus,60,19,UC Davis -19,,,,
401425424,Tennessee State,37,Eastern Illinois,17,William Hill (New Jersey),49.5,-7.5,Tennessee State -7.5,,,,
401425424,Tennessee State,37,Eastern Illinois,17,consensus,49.5,-7.5,Tennessee State -7.5,,,,
401420825,Western Illinois,27,Youngstown State,28,William Hill (New Jersey),58,11,Youngstown State -11,,,,
401420825,Western Illinois,27,Youngstown State,28,consensus,58,12.5,Youngstown State -12.5,,,,
401413262,Idaho State,10,Northern Arizona,24,William Hill (New Jersey),54,3.5,Northern Arizona -3.5,,,,
401413262,Idaho State,10,Northern Arizona,24,consensus,52,3.5,Northern Arizona -3.5,,,,
401424956,Jackson State,22,Campbell,14,William Hill (New Jersey),56.5,-17,Jackson State -17,,,,
401424956,Jackson State,22,Campbell,14,consensus,56.5,-17,Jackson State -17,,,,
401422970,East Tennessee State,45,Samford,55,William Hill (New Jersey),49,2.5,Samford -2.5,,,,
401425427,Central Connecticut,6,Duquesne,30,William Hill (New Jersey),44,4.5,Duquesne -4.5,,,,
401425427,Central Connecticut,6,Duquesne,30,consensus,44,5.5,Duquesne -5.5,,,,
401423420,Merrimack,31,Sacred Heart,25,William Hill (New Jersey),47.5,-1.5,Merrimack -1.5,,,,
401423420,Merrimack,31,Sacred Heart,25,consensus,47.5,-1.5,Merrimack -1.5,,,,
401428487,Presbyterian College,17,St. Thomas (MN),46,William Hill (New Jersey),,23,St. Thomas (MN) -23,,,,
401428487,Presbyterian College,17,St. Thomas (MN),46,consensus,54.5,23,St. Thomas (MN) -23,,,,
401424408,Monmouth,46,Rhode Island,48,Caesars Sportsbook (Colorado),60,1,Rhode Island -1,,,,
401424408,Monmouth,46,Rhode Island,48,consensus,60,1,Rhode Island -1,,,,
401421161,VMI,3,Furman,41,William Hill (New Jersey),52,13.5,Furman -13.5,,,,
401421161,VMI,3,Furman,41,consensus,52.5,13.5,Furman -13.5,,,,
401421132,Chattanooga,41,Mercer,21,William Hill (New Jersey),50.5,1.5,Mercer -1.5,,,,
401421132,Chattanooga,41,Mercer,21,consensus,50,1.5,Mercer -1.5,,,,
401424940,Mississippi Valley State,35,Bethune-Cookman,45,William Hill (New Jersey),47.5,4,Bethune-Cookman -4,,,,
401424940,Mississippi Valley State,35,Bethune-Cookman,45,consensus,47.5,4,Bethune-Cookman -4,,,,
401424438,Hampton,10,Richmond,41,William Hill (New Jersey),50,20,Richmond -20,,,,
401424438,Hampton,10,Richmond,41,consensus,50,20,Richmond -20,,,,
401421142,Western Carolina,21,The Citadel,34,William Hill (New Jersey),53,-15,Western Carolina -15,,,,
401421142,Western Carolina,21,The Citadel,34,consensus,53,-15,Western Carolina -15,,,,
401413220,Jacksonville State,14,Southeastern Louisiana,31,William Hill (New Jersey),64,-7.5,Jacksonville State -7.5,,,,
401413220,Jacksonville State,14,Southeastern Louisiana,31,consensus,64,-7.5,Jacksonville State -7.5,,,,
401428477,Lindenwood,33,Murray State,18,William Hill (New Jersey),63.5,-11,Lindenwood -11,,,,
401428477,Lindenwood,33,Murray State,18,consensus,63.5,-10,Lindenwood -10,,,,
401420783,Delaware,38,Morgan State,7,William Hill (New Jersey),47.5,-33,Delaware -33,,,,
401420783,Delaware,38,Morgan State,7,consensus,47.5,-33.5,Delaware -33.5,,,,
401420830,South Dakota,27,Southern Illinois,24,William Hill (New Jersey),45.5,4,Southern Illinois -4,,,,
401420830,South Dakota,27,Southern Illinois,24,consensus,45.5,3.5,Southern Illinois -3.5,,,,
401423921,Alcorn State,27,Texas Southern,34,William Hill (New Jersey),49.5,-9.5,Alcorn State -9.5,,,,
401423921,Alcorn State,27,Texas Southern,34,consensus,49.5,-9.5,Alcorn State -9.5,,,,
401424437,Villanova,31,Albany,29,William Hill (New Jersey),65.5,-16,Villanova -16,,,,
401424437,Villanova,31,Albany,29,consensus,65.5,-16.5,Villanova -16.5,,,,
401423149,Drake,14,Davidson,48,William Hill (New Jersey),48,12.5,Davidson -12.5,,,,
401423149,Drake,14,Davidson,48,consensus,48,12.5,Davidson -12.5,,,,
401424439,Stony Brook,28,Maine,27,William Hill (New Jersey),43.5,3.5,Maine -3.5,,,,
401424439,Stony Brook,28,Maine,27,consensus,43.5,3.5,Maine -3.5,,,,
401424369,Towson,24,William & Mary,44,William Hill (New Jersey),48.5,18.5,William & Mary -18.5,,,,
401424369,Towson,24,William & Mary,44,consensus,48.5,18.5,William & Mary -18.5,,,,
401422991,Lafayette,21,Holy Cross,24,William Hill (New Jersey),39.5,25,Holy Cross -25,,,,
401422991,Lafayette,21,Holy Cross,24,consensus,38.5,24.5,Holy Cross -24.5,,,,
401420818,North Dakota,35,South Dakota State,49,William Hill (New Jersey),45.5,10,South Dakota State -10,,,,
401420818,North Dakota,35,South Dakota State,49,consensus,45.5,10,South Dakota State -10,,,,
401428198,Charleston Southern,14,Gardner-Webb,28,William Hill (New Jersey),54.5,11.5,Gardner-Webb -11.5,,,,
401428198,Charleston Southern,14,Gardner-Webb,28,consensus,55,11.5,Gardner-Webb -11.5,,,,
401415202,Columbia,16,Yale,41,William Hill (New Jersey),41.5,3,Yale -3,,,,
401415202,Columbia,16,Yale,41,consensus,43.5,5,Yale -5,,,,
401420784,Morgan State,41,South Carolina State,14,William Hill (New Jersey),46,10.5,South Carolina State -10.5,,,,
401420784,Morgan State,41,South Carolina State,14,consensus,46,10.5,South Carolina State -10.5,,,,
401415192,Brown,34,Pennsylvania,31,William Hill (New Jersey),55.5,13,Pennsylvania -13,,,,
401415192,Brown,34,Pennsylvania,31,consensus,55.5,13,Pennsylvania -13,,,,
401420793,Norfolk State,21,Howard,49,William Hill (New Jersey),52,7,Howard -7,,,,
401420793,Norfolk State,21,Howard,49,consensus,52,7,Howard -7,,,,
401424430,Delaware,24,Towson,10,William Hill (New Jersey),44.5,-26,Delaware -26,,,,
401424430,Delaware,24,Towson,10,consensus,44.5,-26.5,Delaware -26.5,,,,
401428478,UT Martin,45,Tennessee Tech,28,William Hill (New Jersey),56,-21.5,UT Martin -21.5,,,,
401428478,UT Martin,45,Tennessee Tech,28,consensus,54.5,-21.5,UT Martin -21.5,,,,
401423421,Sacred Heart,14,St Francis (PA),44,William Hill (New Jersey),46,6,St Francis (PA) -6,,,,
401423421,Sacred Heart,14,St Francis (PA),44,consensus,46,6,St Francis (PA) -6,,,,
401424932,Grambling,35,Alcorn State,6,William Hill (New Jersey),51.5,8,Alcorn State -8,,,,
401424390,William & Mary,31,Rhode Island,30,William Hill (New Jersey),59.5,-6.5,William & Mary -6.5,,,,
401424390,William & Mary,31,Rhode Island,30,consensus,59.5,-6.5,William & Mary -6.5,,,,
401424440,Albany,59,Stony Brook,14,William Hill (New Jersey),46,-9.5,Albany -9.5,,,,
401428193,North Carolina A&T,45,Campbell,38,William Hill (New Jersey),51.5,3,Campbell -3,,,,
401428193,North Carolina A&T,45,Campbell,38,consensus,52,3,Campbell -3,,,,
401424441,Villanova,24,Hampton,10,William Hill (New Jersey),57.5,-22.5,Villanova -22.5,,,,
401424409,Monmouth,48,Towson,52,Caesars Sportsbook (Colorado),57,-19.5,Monmouth -19.5,,,,
401428220,Gardner-Webb,48,Bryant,40,William Hill (New Jersey),50.5,-17,Gardner-Webb -17,,,,
401418600,Dartmouth,13,Harvard,28,William Hill (New Jersey),53.5,2.5,Harvard -2.5,,,,
401413209,Wofford,48,East Tennessee State,41,William Hill (New Jersey),51,7.5,East Tennessee State -7.5,,,,
401413209,Wofford,48,East Tennessee State,41,consensus,51,7.5,East Tennessee State -7.5,,,,
401421108,Dayton,31,Valparaiso,24,William Hill (New Jersey),54.5,-3,Dayton -3,,,,
401421108,Dayton,31,Valparaiso,24,consensus,55,-3,Dayton -3,,,,
401420803,Delaware State,21,North Carolina Central,28,William Hill (New Jersey),48,13,North Carolina Central -13,,,,
401420826,Youngstown State,45,South Dakota,24,William Hill (New Jersey),47.5,-3.5,Youngstown State -3.5,,,,
401420835,Northern Iowa,28,South Dakota State,31,William Hill (New Jersey),49.5,10.5,South Dakota State -10.5,,,,
401420835,Northern Iowa,28,South Dakota State,31,consensus,49.5,10.5,South Dakota State -10.5,,,,
401424399,Elon,27,Delaware,7,William Hill (New Jersey),46,3,Delaware -3,,,,
401425425,Murray State,19,Tennessee State,3,William Hill (New Jersey),50,14,Tennessee State -14,,,,
401424941,Prairie View,58,Bethune-Cookman,48,William Hill (New Jersey),56,-16.5,Prairie View -16.5,,,,
401424944,Florida A&M,27,Arkansas-Pine Bluff,6,William Hill (New Jersey),54.5,-18.5,Florida A&M -18.5,,,,
401420812,Missouri State,64,Western Illinois,14,William Hill (New Jersey),56.5,-17.5,Missouri State -17.5,,,,
401418834,North Dakota State,24,Illinois State,7,William Hill (New Jersey),41,-18,North Dakota State -18,,,,
