NAME,POS,TEAM,RTG,OPP,DEF_RTG,h/a,DK salary,DK points
JARVIS LANDRY,WR,CLE,75.0,DEN,-2.591666666666697,home,4900,8.7
TIM PATRICK,WR,DEN,81.0,CLE,-0.9916666666666885,away,4900,3.6
ROBBY ANDERSON,WR,CAR,75.0,NYG,2.741666666666646,away,4800,4.4
JEREMY MCNICHOLS,RB,TEN,73.0,KC,2.47499999999998,home,4800,2.0
HUNTER RENFROW,WR,LV,81.0,PHI,0.34166666666664014,home,4800,12.8
D'ERNEST JOHNSON,RB,CLE,65.0,DEN,-2.591666666666697,home,4800,27.8
MICHAEL CARTER,RB,NYJ,75.0,NE,-0.7250000000000227,away,4800,17.4
TREY SERMON,RB,SF,71.0,IND,-0.1916666666666913,home,4800,0.0
MIKE GESICKI,TE,MIA,87.0,ATL,1.408333333333303,home,4700,21.5
TYLER BOYD,WR,CIN,79.0,BAL,-0.7250000000000227,away,4700,7.9
KALIF RAYMOND,WR,DET,76.0,LAR,-0.7250000000000227,away,4700,20.6
SAMAJE PERINE,RB,CIN,71.0,BAL,-0.7250000000000227,away,4700,14.5
DALLAS GOEDERT,TE,PHI,82.0,LV,-0.1916666666666913,away,4600,12.0
JAMAAL WILLIAMS,RB,DET,77.0,LAR,-0.7250000000000227,away,4600,5.7
DARNELL MOONEY,WR,CHI,79.0,TB,-0.1916666666666913,away,4600,5.9
AJ DILLON,RB,GB,69.0,WAS,3.541666666666643,home,4600,0.8
LE'VEON BELL,RB,BAL,71.0,CIN,-2.325000000000017,home,4500,1.4
TYLER HIGBEE,TE,LAR,81.0,DET,1.9416666666666487,home,4500,9.6
BRANDON ALLEN,QB,CIN,71.0,BAL,-0.7250000000000227,away,4400,0.0
DEVONTA FREEMAN,RB,BAL,71.0,CIN,-2.325000000000017,home,4400,12.9
RONDALE MOORE,WR,ARI,79.0,HOU,1.674999999999983,home,4400,3.7
KENDRICK BOURNE,WR,NE,78.0,NYJ,-0.1916666666666913,home,4400,15.8
MARK INGRAM,RB,HOU,71.0,ARI,-2.591666666666697,away,4400,5.7
JAMYCAL HASTY,RB,SF,75.0,IND,-0.1916666666666913,home,4300,4.6
DAVID JOHNSON,RB,HOU,71.0,ARI,-2.591666666666697,away,4300,10.2
MECOLE HARDMAN,WR,KC,78.0,TEN,1.408333333333303,away,4300,5.8
ZACH PASCAL,WR,IND,77.0,SF,-0.9916666666666885,away,4300,4.4
BRANDON AIYUK,WR,SF,71.0,IND,-0.1916666666666913,home,4300,1.9
DEEJAY DALLAS,RB,SEA,68.0,NO,-1.52500000000002,home,4300,0.0
TY JOHNSON,RB,NYJ,71.0,NE,-0.7250000000000227,away,4300,13.1
ALLEN LAZARD,WR,GB,71.0,WAS,3.541666666666643,home,4200,17.0
KENNY GAINWELL,RB,PHI,71.0,LV,-0.1916666666666913,away,4200,15.1
KYLE JUSZCZYK,FB,SF,72.0,IND,-0.1916666666666913,home,4200,0.0
NYHEIM HINES,RB,IND,73.0,SF,-0.9916666666666885,away,4200,2.2
PHILLIP LINDSAY,RB,HOU,71.0,ARI,-2.591666666666697,away,4200,0.8
TY'SON WILLIAMS,RB,BAL,75.0,CIN,-2.325000000000017,home,4200,5.4
RONALD JONES,RB,TB,69.0,CHI,-1.52500000000002,home,4200,5.3
SONY MICHEL,RB,LAR,71.0,DET,1.9416666666666487,home,4200,0.4
GIOVANI BERNARD,RB,TB,71.0,CHI,-1.52500000000002,home,4100,2.5
BRYAN EDWARDS,WR,LV,74.0,PHI,0.34166666666664014,home,4100,13.3
HUNTER HENRY,TE,NE,84.0,NYJ,-0.1916666666666913,home,4100,10.3
AMONRA ST BROWN,WR,DET,75.0,LAR,-0.7250000000000227,away,4100,0.0
LOGAN WOODSIDE,QB,TEN,71.0,KC,2.47499999999998,home,4100,-0.1
JERICK MCKINNON,RB,KC,71.0,TEN,1.408333333333303,away,4100,3.7
BLAINE GABBERT,QB,TB,66.0,CHI,-1.52500000000002,home,4100,0.6
PATRICK RICARD,FB,BAL,68.0,CIN,-2.325000000000017,home,4000,0.0
JJ TAYLOR,RB,NE,66.0,NYJ,-0.1916666666666913,home,4000,15.6
RYAN NALL,RB,CHI,67.0,TB,-0.1916666666666913,away,4000,1.4
RANDALL COBB,WR,GB,69.0,WAS,3.541666666666643,home,4000,5.2
BRANDON BOLDEN,RB,NE,70.0,NYJ,-0.1916666666666913,home,4000,19.9
ALEX ARMAH,FB,WAS,65.0,GB,-0.9916666666666885,away,4000,0.2
ALEC INGOLD,FB,LV,72.0,PHI,0.34166666666664014,home,4000,4.0
DARIUS SLAYTON,WR,NYG,76.0,CAR,-2.8583333333333627,home,4000,11.3
KEITH SMITH,FB,ATL,71.0,MIA,3.0083333333333115,away,4000,1.6
DERRICK GORE,RB,KC,67.0,TEN,1.408333333333303,away,4000,1.7
GARY BRIGHTWELL,RB,NYG,65.0,CAR,-2.8583333333333627,home,4000,0.0
NICK BELLORE,RB,SEA,67.0,NO,-1.52500000000002,home,4000,0.0
JAKOB JOHNSON,RB,NE,67.0,NYJ,-0.1916666666666913,home,4000,5.2
DARRYNTON EVANS,RB,TEN,67.0,KC,2.47499999999998,home,4000,3.8
ROYCE FREEMAN,RB,CAR,67.0,NYG,2.741666666666646,away,4000,2.9
RASHAAD PENNY,RB,SEA,66.0,NO,-1.52500000000002,home,4000,0.9
GODWIN IGWEBUIKE,RB,DET,67.0,LAR,-0.7250000000000227,away,4000,0.0
KE'SHAWN VAUGHN,RB,TB,67.0,CHI,-1.52500000000002,home,4000,2.7
WAYNE GALLMAN,RB,ATL,67.0,MIA,3.0083333333333115,away,4000,0.2
CULLEN GILLASPIA,RB,NYG,67.0,CAR,-2.8583333333333627,home,4000,0.0
KYLIN HILL,RB,GB,67.0,WAS,3.541666666666643,home,4000,0.2
ELIJHAA PENNY,RB,NYG,67.0,CAR,-2.8583333333333627,home,4000,2.4
MALCOLM BROWN,RB,MIA,67.0,ATL,1.408333333333303,home,4000,1.9
TRENTON CANNON,RB,SF,67.0,IND,-0.1916666666666913,home,4000,0.0
MARLON MACK,RB,IND,67.0,SF,-0.9916666666666885,away,4000,0.4
JONATHAN WARD,RB,ARI,65.0,HOU,1.674999999999983,home,4000,0.7
JARET PATTERSON,RB,WAS,66.0,GB,-0.9916666666666885,away,4000,0.0
LA'MICAL PERINE,RB,NYJ,67.0,NE,-0.7250000000000227,away,4000,0.0
BUDDY HOWELL,RB,LAR,67.0,DET,1.9416666666666487,home,4000,0.0
ENO BENJAMIN,RB,ARI,67.0,HOU,1.674999999999983,home,4000,0.7
MIKE WHITE,QB,NYJ,70.0,NE,-0.7250000000000227,away,4000,10.08
CHAD HENNE,QB,KC,70.0,TEN,1.408333333333303,away,4000,3.68
JALEN RICHARD,RB,LV,67.0,PHI,0.34166666666664014,home,4000,5.5
DEVINE OZIGBO,RB,NO,67.0,SEA,2.741666666666646,away,4000,1.4
RUSSELL GAGE,WR,ATL,70.0,MIA,3.0083333333333115,away,4000,16.7
KHARI BLASINGAME,RB,TEN,67.0,KC,2.47499999999998,home,4000,0.0
BOSTON SCOTT,RB,PHI,65.0,LV,-0.1916666666666913,away,4000,9.9
JOHNNY STANTON,RB,CLE,67.0,DEN,-2.591666666666697,home,4000,7.6
SALVON AHMED,RB,MIA,68.0,ATL,1.408333333333303,home,4000,7.2
CHRIS EVANS,RB,CIN,70.0,BAL,-0.7250000000000227,away,4000,0.0
BRIAN HOYER,QB,NE,70.0,NYJ,-0.1916666666666913,home,4000,2.86
REX BURKHEAD,RB,HOU,67.0,ARI,-2.591666666666697,away,4000,0.0
COLT MCCOY,QB,ARI,70.0,HOU,1.674999999999983,home,4000,-0.1
TRAVIS HOMER,RB,SEA,69.0,NO,-1.52500000000002,home,4000,1.4
MARCUS MARIOTA,QB,LV,69.0,PHI,0.34166666666664014,home,4000,0.4
JOHN KELLY,RB,CLE,67.0,DEN,-2.591666666666697,home,4000,1.3
TYLER HUNTLEY,QB,BAL,66.0,CIN,-2.325000000000017,home,4000,1.56
PJ WALKER,QB,CAR,70.0,NYG,2.741666666666646,away,4000,2.62
DAMAREA CROCKETT,RB,DEN,65.0,CLE,-0.9916666666666885,away,4000,0.0
ZACH ERTZ,TE,ARI,79.0,HOU,1.674999999999983,home,3900,16.0
QUEZ WATKINS,WR,PHI,76.0,LV,-0.1916666666666913,away,3900,5.7
JALEN REAGOR,WR,PHI,73.0,LV,-0.1916666666666913,away,3800,10.5
TRE'QUAN SMITH,WR,NO,69.0,SEA,2.741666666666646,away,3800,2.1
RICKY SEALSJONES,TE,WAS,73.0,GB,-0.9916666666666885,away,3700,11.1
OLAMIDE ZACCHEAUS,WR,ATL,71.0,MIA,3.0083333333333115,away,3700,2.3
NELSON AGHOLOR,WR,NE,75.0,NYJ,-0.1916666666666913,home,3700,13.1
ELIJAH MOORE,WR,NYJ,69.0,NE,-0.7250000000000227,away,3600,10.2
DEVIN DUVERNAY,WR,BAL,73.0,CIN,-2.325000000000017,home,3600,1.9
CHRIS MOORE,WR,HOU,78.0,ARI,-2.591666666666697,away,3600,0.0
DYAMI BROWN,WR,WAS,69.0,GB,-0.9916666666666885,away,3600,0.0
EVAN ENGRAM,TE,NYG,76.0,CAR,-2.8583333333333627,home,3600,10.4
RASHARD HIGGINS,WR,CLE,69.0,DEN,-2.591666666666697,home,3500,0.8
ROBERT TONYAN,TE,GB,73.0,WAS,3.541666666666643,home,3500,16.3
VAN JEFFERSON,WR,LAR,76.0,DET,1.9416666666666487,home,3500,14.3
OJ HOWARD,TE,TB,72.0,CHI,-1.52500000000002,home,3400,1.9
DEMARCUS ROBINSON,WR,KC,69.0,TEN,1.408333333333303,away,3400,1.7
DESEAN JACKSON,WR,LV,69.0,PHI,0.34166666666664014,home,3400,0.0
RASHOD BATEMAN,WR,BAL,74.0,CIN,-2.325000000000017,home,3400,11.0
TAJAE SHARPE,WR,ATL,69.0,MIA,3.0083333333333115,away,3400,3.8
CAMERON BRATE,TE,TB,73.0,CHI,-1.52500000000002,home,3300,0.0
CHRIS CONLEY,WR,HOU,70.0,ARI,-2.591666666666697,away,3300,0.0
NICK WESTBROOK,WR,TEN,69.0,KC,2.47499999999998,home,3300,0.0
BYRON PRINGLE,WR,KC,69.0,TEN,1.408333333333303,away,3300,12.3
DAVID NJOKU,TE,CLE,80.0,DEN,-2.591666666666697,home,3300,3.8
JUWAN JOHNSON,TE,NO,76.0,SEA,2.741666666666646,away,3200,1.8
FREDDIE SWAIN,WR,SEA,73.0,NO,-1.52500000000002,home,3200,8.7
MOHAMED SANU,WR,SF,69.0,IND,-0.1916666666666913,home,3200,2.6
NICO COLLINS,WR,HOU,71.0,ARI,-2.591666666666697,away,3200,4.8
JOSH GORDON,WR,KC,69.0,TEN,1.408333333333303,away,3200,0.0
KENNY STILLS,WR,NO,69.0,SEA,2.741666666666646,away,3100,0.0
ANTHONY FIRKSER,TE,TEN,73.0,KC,2.47499999999998,home,3100,1.9
ADAM HUMPHRIES,WR,WAS,69.0,GB,-0.9916666666666885,away,3100,6.6
JOHN ROSS,WR,NYG,73.0,CAR,-2.8583333333333627,home,3100,4.7
PRESTON WILLIAMS,WR,MIA,72.0,ATL,1.408333333333303,home,3100,1.5
MO ALIECOX,TE,IND,78.0,SF,-0.9916666666666885,away,3100,11.5
COLE KMET,TE,CHI,73.0,TB,-0.1916666666666913,away,3000,9.3
MIKE STRACHAN,WR,IND,66.0,SF,-0.9916666666666885,away,3000,0.0
CHRISTIAN BLAKE,WR,ATL,65.0,MIA,3.0083333333333115,away,3000,0.0
TRENTON IRWIN,WR,CIN,66.0,BAL,-0.7250000000000227,away,3000,0.0
ROSS DWELLEY,TE,SF,70.0,IND,-0.1916666666666913,home,3000,1.5
MATTHEW SLATER,WR,NE,65.0,NYJ,-0.1916666666666913,home,3000,0.0
JJ ARCEGAWHITESIDE,WR,PHI,65.0,LV,-0.1916666666666913,away,3000,0.0
TUTU ATWELL,WR,LAR,65.0,DET,1.9416666666666487,home,3000,0.0
AMARI RODGERS,WR,GB,66.0,WAS,3.541666666666643,home,3000,0.0
JAKEEM GRANT,WR,CHI,65.0,TB,-0.1916666666666913,away,3000,0.0
LIL'JORDAN HUMPHREY,WR,NO,67.0,SEA,2.741666666666646,away,3000,0.0
GERALD EVERETT,TE,SEA,77.0,NO,-1.52500000000002,home,3000,5.3
KEVIN WHITE,WR,NO,65.0,SEA,2.741666666666646,away,3000,0.0
SHI SMITH,WR,CAR,70.0,NYG,2.741666666666646,away,3000,-0.3
CJ UZOMAH,TE,CIN,79.0,BAL,-0.7250000000000227,away,3000,24.1
ADAM TRAUTMAN,TE,NO,69.0,SEA,2.741666666666646,away,3000,5.6
WILLIE SNEAD,WR,CAR,66.0,NYG,2.741666666666646,home,3000,0.0
AUDEN TATE,WR,CIN,68.0,BAL,-0.7250000000000227,away,3000,0.0
JOHN BROWN,WR,DEN,65.0,CLE,-0.9916666666666885,away,3000,0.0
MARQUISE GOODWIN,WR,CHI,68.0,TB,-0.1916666666666913,away,3000,3.6
DENZEL MIMS,WR,NYJ,69.0,NE,-0.7250000000000227,away,3000,1.6
COLLIN JOHNSON,WR,NYG,69.0,CAR,-2.8583333333333627,home,3000,1.7
MARCUS KEMP,WR,KC,65.0,TEN,1.408333333333303,away,3000,1.8
TRENT SHERFIELD,WR,SF,68.0,IND,-0.1916666666666913,home,3000,1.9
ASHTON DULIN,WR,IND,67.0,SF,-0.9916666666666885,away,3000,2.0
DAMIERE BYRD,WR,CHI,66.0,TB,-0.1916666666666913,away,3000,2.0
GUNNER OLSZEWSKI,WR,NE,65.0,NYJ,-0.1916666666666913,home,3000,3.2
DAX MILNE,WR,WAS,65.0,GB,-0.9916666666666885,away,3000,3.6
TYLER JOHNSON,WR,TB,69.0,CHI,-1.52500000000002,home,3000,3.6
STANLEY MORGAN,WR,CIN,65.0,BAL,-0.7250000000000227,away,3000,0.0
KEKE COUTEE,WR,IND,65.0,SF,-0.9916666666666885,away,3000,1.5
ANTHONY SCHWARTZ,WR,CLE,68.0,DEN,-2.591666666666697,home,3000,4.0
DEANDRE CARTER,WR,WAS,69.0,GB,-0.9916666666666885,away,3000,4.1
KEITH KIRKWOOD,WR,CAR,65.0,NYG,2.741666666666646,away,3000,4.6
DANNY AMENDOLA,WR,HOU,65.0,ARI,-2.591666666666697,away,3000,4.7
JOSH REYNOLDS,WR,DET,71.0,LAR,-0.7250000000000227,home,3000,5.3
ZAY JONES,WR,LV,69.0,PHI,0.34166666666664014,home,3000,5.3
ISAIAH FORD,WR,MIA,65.0,ATL,1.408333333333303,home,3000,8.0
MACK HOLLINS,WR,MIA,67.0,ATL,1.408333333333303,home,3000,9.3
DANTE PETTIS,WR,NYG,77.0,CAR,-2.8583333333333627,home,3000,15.54
KEELAN COLE,WR,NYJ,72.0,NE,-0.7250000000000227,away,3000,1.6
N'KEAL HARRY,WR,NE,65.0,NYJ,-0.1916666666666913,home,3000,3.8
EQUANIMEOUS ST BROWN,WR,GB,65.0,WAS,3.541666666666643,home,3000,1.3
ALEX ERICKSON,WR,CAR,66.0,NYG,2.741666666666646,away,3000,0.0
BEN SKOWRONEK,WR,LAR,65.0,DET,1.9416666666666487,home,3000,0.0
GERONIMO ALLISON,WR,DET,65.0,LAR,-0.7250000000000227,away,3000,0.0
DAVID SILLS,WR,NYG,65.0,CAR,-2.8583333333333627,home,3000,0.0
DIONTAE SPENCER,WR,DEN,65.0,CLE,-0.9916666666666885,away,3000,0.0
TYLAN WALLACE,WR,BAL,65.0,CIN,-2.325000000000017,home,3000,0.0
KHADAREL HODGE,WR,DET,68.0,LAR,-0.7250000000000227,away,3000,1.3
GREG WARD,WR,PHI,68.0,LV,-0.1916666666666913,away,3000,0.0
PENNY HART,WR,SEA,65.0,NO,-1.52500000000002,home,3000,0.0
JAMES PROCHE,WR,BAL,69.0,CIN,-2.325000000000017,home,3000,0.0
ALBERT WILSON,WR,MIA,65.0,ATL,1.408333333333303,home,3000,0.0
ANTONIO GANDYGOLDEN,WR,WAS,65.0,GB,-0.9916666666666885,away,3000,0.0
BRAXTON BERRIOS,WR,NYJ,73.0,NE,-0.7250000000000227,away,3000,0.0
KENDALL HINTON,WR,DEN,71.0,CLE,-0.9916666666666885,away,3000,3.5
TOM KENNEDY,WR,DET,66.0,LAR,-0.7250000000000227,away,3000,0.0
JAELON DARDEN,WR,TB,66.0,CHI,-1.52500000000002,home,3000,1.1
MARCUS JOHNSON,WR,TEN,65.0,KC,2.47499999999998,home,3000,0.5
TY MONTGOMERY,WR,NO,68.0,SEA,2.741666666666646,away,3000,0.4
TYRIE CLEVELAND,WR,DEN,65.0,CLE,-0.9916666666666885,away,3000,0.0
MILES BOYKIN,WR,BAL,65.0,CIN,-2.325000000000017,home,3000,0.0
JAUAN JENNINGS,WR,SF,69.0,IND,-0.1916666666666913,home,3000,0.0
IAN THOMAS,TE,CAR,71.0,NYG,2.741666666666646,away,2900,0.0
WILL DISSLY,TE,SEA,73.0,NO,-1.52500000000002,home,2800,0.0
JONNU SMITH,TE,NE,75.0,NYJ,-0.1916666666666913,home,2800,7.7
AUSTIN HOOPER,TE,CLE,74.0,DEN,-2.591666666666697,home,2700,6.2
JACK DOYLE,TE,IND,65.0,SF,-0.9916666666666885,away,2700,0.0
TOMMY TREMBLE,TE,CAR,71.0,NYG,2.741666666666646,away,2700,3.2
HAYDEN HURST,TE,ATL,75.0,MIA,3.0083333333333115,away,2700,6.5
JORDAN AKINS,TE,HOU,71.0,ARI,-2.591666666666697,away,2600,3.3
PHARAOH BROWN,TE,HOU,70.0,ARI,-2.591666666666697,away,2600,4.1
HARRISON BRYANT,TE,CLE,69.0,DEN,-2.591666666666697,home,2500,2.5
COLIN THOMPSON,TE,CAR,65.0,NYG,2.741666666666646,away,2500,0.0
DREW SAMPLE,TE,CIN,66.0,BAL,-0.7250000000000227,away,2500,0.0
JP HOLTZ,TE,CHI,65.0,TB,-0.1916666666666913,away,2500,0.0
TYLER DAVIS,TE,GB,65.0,WAS,3.541666666666643,home,2500,0.0
KADEN SMITH,TE,NYG,65.0,CAR,-2.8583333333333627,home,2500,0.0
JESSE JAMES,TE,CHI,65.0,TB,-0.1916666666666913,away,2500,5.0
BLAKE BELL,TE,KC,67.0,TEN,1.408333333333303,away,2500,0.0
JOHN BATES,TE,WAS,65.0,GB,-0.9916666666666885,away,2500,0.0
COLBY PARKINSON,TE,SEA,65.0,NO,-1.52500000000002,home,2500,0.0
JESPER HORSTED,TE,CHI,71.0,TB,-0.1916666666666913,away,2500,0.0
DANIEL BROWN,TE,NYJ,65.0,NE,-0.7250000000000227,away,2500,0.0
ERIC TOMLINSON,TE,BAL,65.0,CIN,-2.325000000000017,home,2500,0.0
DURHAM SMYTHE,TE,MIA,71.0,ATL,1.408333333333303,home,2500,6.7
TREVON WESCO,TE,NYJ,65.0,NE,-0.7250000000000227,away,2500,0.0
MYCOLE PRUITT,TE,TEN,65.0,KC,2.47499999999998,home,2500,10.7
FOSTER MOREAU,TE,LV,65.0,PHI,0.34166666666664014,home,2500,18.0
MARCEDES LEWIS,TE,GB,65.0,WAS,3.541666666666643,home,2500,6.1
DEMETRIUS HARRIS,TE,ARI,65.0,HOU,1.674999999999983,home,2500,0.0
CETHAN CARTER,TE,MIA,65.0,ATL,1.408333333333303,home,2500,0.0
CHARLIE WOERNER,TE,SF,65.0,IND,-0.1916666666666913,home,2500,5.0
TANNER HUDSON,TE,SF,65.0,IND,-0.1916666666666913,home,2500,0.0
KYLE RUDOLPH,TE,NYG,65.0,CAR,-2.8583333333333627,home,2500,2.8
GEOFF SWAIM,TE,TEN,65.0,KC,2.47499999999998,home,2500,1.8
LEE SMITH,TE,ATL,65.0,MIA,3.0083333333333115,away,2500,1.7
